tokens,tags,valid
Saya pengen ke mall yang ada di Semarang kalau bisa yang 10k dan reviewnya 4.5,O O O B-CATEGORY O O O B-CITY O O O B-PRICE O O B-RATING,True
pusat perbelanjaan di Jakarta yang 10k dan dapat rating sangat bagus itu apa ya,B-CATEGORY I-CATEGORY O B-CITY O B-PRICE O O O O O O O O,True
Saya pengen ke kesenian yang ada di Yogyakarta kalau bisa yang 10k dan reviewnya 5.0,O O O B-CATEGORY O O O B-CITY O O O B-PRICE O O B-RATING,True
Tahu nggak masjid di Jakarta dengan tiket sedang Ratingnya sih katanya top,O O B-CATEGORY O B-CITY O O B-PRICE O O O B-RATING,True
Aku ingin pergi ke pusat perbelanjaan di Surabaya dengan harga 10rb dan rating bagus,O O O O B-CATEGORY I-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
Pengen jalanjalan ke vihara di Semarang budget murah rating minimal top,O O O B-CATEGORY O B-CITY O B-PRICE O O B-RATING,True
Tahu nggak wahana di Jakarta dengan tiket 10rb Ratingnya sih katanya 4.5,O O B-CATEGORY O B-CITY O O B-PRICE O O O B-RATING,True
Lagi cari mall di sekitar Semarang yang tiketnya mewah dan penilaiannya top,O O B-CATEGORY O O B-CITY O O B-PRICE O O B-RATING,True
Lagi cari snorkeling di sekitar Surabaya yang tiketnya mewah dan penilaiannya top,O O B-CATEGORY O O B-CITY O O B-PRICE O O B-RATING,True
Ada rekomendasi wahana di Surabaya Harganya sekitar sedang dan nilainya lumayan,O O B-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
Lagi cari vihara di sekitar Bandung yang tiketnya 10k dan penilaiannya top,O O B-CATEGORY O O B-CITY O O B-PRICE O O B-RATING,True
Tahu nggak hutan lindung di Bandung dengan tiket sedang Ratingnya sih katanya bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O B-PRICE O O O B-RATING,True
Lagi cari kesenian di sekitar Surabaya yang tiketnya 10ribu dan penilaiannya lumayan,O O B-CATEGORY O O B-CITY O O B-PRICE O O B-RATING,True
hutan lindung di Semarang yang mewah dan dapat rating 5.0 itu apa ya,B-CATEGORY I-CATEGORY O B-CITY O B-PRICE O O O B-RATING O O O,True
Aku ingin pergi ke museum di Semarang dengan harga murah dan rating sangat bagus,O O O O B-CATEGORY O B-CITY O O B-PRICE O O O O,True
Lagi cari diving di sekitar Semarang yang tiketnya 10k dan penilaiannya lumayan,O O B-CATEGORY O O B-CITY O O B-PRICE O O B-RATING,True
Saya pengen ke wahana yang ada di Yogyakarta kalau bisa yang 100000 dan reviewnya bagus,O O O B-CATEGORY O O O B-CITY O O O B-PRICE O O B-RATING,True
pantai di Semarang yang tidak mahal dan dapat rating sangat bagus itu apa ya,B-CATEGORY O B-CITY O O O O O O O O O O O,True
Saya pengen ke wahana yang ada di Bandung kalau bisa yang 10rb dan reviewnya top,O O O B-CATEGORY O O O B-CITY O O O B-PRICE O O B-RATING,True
Ada rekomendasi taman hiburan di Jakarta Harganya sekitar 10k dan nilainya 5.0,O O B-CATEGORY I-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
Ada rekomendasi masjid di Bandung Harganya sekitar mewah dan nilainya 4.0,O O B-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
Lagi cari pusat perbelanjaan di sekitar Surabaya yang tiketnya mewah dan penilaiannya 4.0,O O B-CATEGORY I-CATEGORY O O B-CITY O O B-PRICE O O B-RATING,True
Aku ingin pergi ke tempat ibadah di Bandung dengan harga 100000 dan rating sangat bagus,O O O O B-CATEGORY I-CATEGORY O B-CITY O O B-PRICE O O O O,True
Lagi cari mall di sekitar Yogyakarta yang tiketnya 10ribu dan penilaiannya bagus,O O B-CATEGORY O O B-CITY O O B-PRICE O O B-RATING,True
Pengen jalanjalan ke taman bermain di Surabaya budget 10k rating minimal 5.0,O O O B-CATEGORY I-CATEGORY O B-CITY O B-PRICE O O B-RATING,True
snorkeling di Surabaya yang 10ribu dan dapat rating 4.0 itu apa ya,B-CATEGORY O B-CITY O B-PRICE O O O B-RATING O O O,True
Pengen jalanjalan ke museum di Bandung budget tidak mahal rating minimal 5.0,O O O B-CATEGORY O B-CITY O O O O O B-RATING,True
Saya pengen ke tempat ibadah yang ada di Jakarta kalau bisa yang mewah dan reviewnya 4.5,O O O B-CATEGORY I-CATEGORY O O O B-CITY O O O B-PRICE O O B-RATING,True
Ada rekomendasi tempat ibadah di Bandung Harganya sekitar tidak mahal dan nilainya 4.5,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O O B-RATING,True
Aku ingin pergi ke snorkeling di Semarang dengan harga 100000 dan rating 4.5,O O O O B-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
Lagi cari laut di sekitar Semarang yang tiketnya 10k dan penilaiannya sangat bagus,O O B-CATEGORY O O B-CITY O O B-PRICE O O O O,True
Tahu nggak museum di Jakarta dengan tiket mewah Ratingnya sih katanya 4.5,O O B-CATEGORY O B-CITY O O B-PRICE O O O B-RATING,True
kesenian di Bandung yang mewah dan dapat rating 5.0 itu apa ya,B-CATEGORY O B-CITY O B-PRICE O O O B-RATING O O O,True
Aku ingin pergi ke keraton di Semarang dengan harga sedang dan rating lumayan,O O O O B-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
Tahu nggak gereja di Bandung dengan tiket 10k Ratingnya sih katanya sangat bagus,O O B-CATEGORY O B-CITY O O B-PRICE O O O O O,True
Lagi cari museum di sekitar Semarang yang tiketnya 10rb dan penilaiannya lumayan,O O B-CATEGORY O O B-CITY O O B-PRICE O O B-RATING,True
Tahu nggak museum di Jakarta dengan tiket mewah Ratingnya sih katanya 5.0,O O B-CATEGORY O B-CITY O O B-PRICE O O O B-RATING,True
Ada rekomendasi keraton di Jakarta Harganya sekitar 10ribu dan nilainya oke,O O B-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
Lagi cari hutan lindung di sekitar Bandung yang tiketnya 10k dan penilaiannya lumayan,O O B-CATEGORY I-CATEGORY O O B-CITY O O B-PRICE O O B-RATING,True
taman nasional di Yogyakarta yang murah dan dapat rating 4.5 itu apa ya,B-CATEGORY I-CATEGORY O B-CITY O B-PRICE O O O B-RATING O O O,True
shopping center di Bandung yang 10ribu dan dapat rating 5.0 itu apa ya,B-CATEGORY I-CATEGORY O B-CITY O B-PRICE O O O B-RATING O O O,True
Tahu nggak taman nasional di Yogyakarta dengan tiket tidak mahal Ratingnya sih katanya 5.0,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O O O B-RATING,True
taman bermain di Semarang yang 10rb dan dapat rating 5.0 itu apa ya,B-CATEGORY I-CATEGORY O B-CITY O B-PRICE O O O B-RATING O O O,True
museum di Jakarta yang sedang dan dapat rating 5.0 itu apa ya,B-CATEGORY O B-CITY O B-PRICE O O O B-RATING O O O,True
wisata budaya di Jakarta yang tidak mahal dan dapat rating oke itu apa ya,B-CATEGORY I-CATEGORY O B-CITY O O O O O O B-RATING O O O,True
Saya pengen ke wisata budaya yang ada di Jakarta kalau bisa yang 10k dan reviewnya 4.0,O O O B-CATEGORY I-CATEGORY O O O B-CITY O O O B-PRICE O O B-RATING,True
Aku ingin pergi ke cagar alam di Surabaya dengan harga 100000 dan rating oke,O O O O B-CATEGORY I-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
Tahu nggak pusat perbelanjaan di Bandung dengan tiket sedang Ratingnya sih katanya bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O B-PRICE O O O B-RATING,True
Aku ingin pergi ke wahana di Bandung dengan harga murah dan rating bagus,O O O O B-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
taman bermain di Bandung yang sedang dan dapat rating oke itu apa ya,B-CATEGORY I-CATEGORY O B-CITY O B-PRICE O O O B-RATING O O O,True
Saya pengen ke wahana yang ada di Surabaya kalau bisa yang sedang dan reviewnya 4.5,O O O B-CATEGORY O O O B-CITY O O O B-PRICE O O B-RATING,True
Tahu nggak pantai di Bandung dengan tiket tidak mahal Ratingnya sih katanya bagus,O O B-CATEGORY O B-CITY O O O O O O O B-RATING,True
Aku ingin pergi ke cagar alam di Surabaya dengan harga 10rb dan rating sangat bagus,O O O O B-CATEGORY I-CATEGORY O B-CITY O O B-PRICE O O O O,True
Aku ingin pergi ke hutan lindung di Semarang dengan harga 100000 dan rating lumayan,O O O O B-CATEGORY I-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
Pengen jalanjalan ke gereja di Semarang budget mewah rating minimal 4.5,O O O B-CATEGORY O B-CITY O B-PRICE O O B-RATING,True
Saya pengen ke tempat ibadah yang ada di Bandung kalau bisa yang mewah dan reviewnya lumayan,O O O B-CATEGORY I-CATEGORY O O O B-CITY O O O B-PRICE O O B-RATING,True
taman bermain di Semarang yang mewah dan dapat rating 4.0 itu apa ya,B-CATEGORY I-CATEGORY O B-CITY O B-PRICE O O O B-RATING O O O,True
Saya pengen ke pusat perbelanjaan yang ada di Semarang kalau bisa yang sedang dan reviewnya sangat bagus,O O O B-CATEGORY I-CATEGORY O O O B-CITY O O O B-PRICE O O O O,True
kesenian di Bandung yang 10rb dan dapat rating top itu apa ya,B-CATEGORY O B-CITY O B-PRICE O O O B-RATING O O O,True
Lagi cari wahana di sekitar Jakarta yang tiketnya sedang dan penilaiannya 4.0,O O B-CATEGORY O O B-CITY O O B-PRICE O O B-RATING,True
Saya pengen ke pusat perbelanjaan yang ada di Jakarta kalau bisa yang sedang dan reviewnya 4.0,O O O B-CATEGORY I-CATEGORY O O O B-CITY O O O B-PRICE O O B-RATING,True
Tahu nggak taman nasional di Jakarta dengan tiket sedang Ratingnya sih katanya 5.0,O O B-CATEGORY I-CATEGORY O B-CITY O O B-PRICE O O O B-RATING,True
Lagi cari tempat ibadah di sekitar Bandung yang tiketnya murah dan penilaiannya bagus,O O B-CATEGORY I-CATEGORY O O B-CITY O O B-PRICE O O B-RATING,True
Ada rekomendasi taman nasional di Jakarta Harganya sekitar 10k dan nilainya sangat bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O B-PRICE O O O O,True
Tahu nggak mall di Semarang dengan tiket 100000 Ratingnya sih katanya lumayan,O O B-CATEGORY O B-CITY O O B-PRICE O O O B-RATING,True
Aku ingin pergi ke museum di Semarang dengan harga 10ribu dan rating 4.5,O O O O B-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
Ada rekomendasi taman nasional di Surabaya Harganya sekitar mewah dan nilainya lumayan,O O B-CATEGORY I-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
Ada rekomendasi kesenian di Jakarta Harganya sekitar 10k dan nilainya bagus,O O B-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
Tahu nggak laut di Surabaya dengan tiket mewah Ratingnya sih katanya sangat bagus,O O B-CATEGORY O B-CITY O O B-PRICE O O O O O,True
Lagi cari masjid di sekitar Surabaya yang tiketnya 10ribu dan penilaiannya 4.5,O O B-CATEGORY O O B-CITY O O B-PRICE O O B-RATING,True
Pengen jalanjalan ke vihara di Yogyakarta budget 10rb rating minimal 5.0,O O O B-CATEGORY O B-CITY O B-PRICE O O B-RATING,True
Saya pengen ke pantai yang ada di Yogyakarta kalau bisa yang murah dan reviewnya 4.5,O O O B-CATEGORY O O O B-CITY O O O B-PRICE O O B-RATING,True
Saya pengen ke taman nasional yang ada di Bandung kalau bisa yang sedang dan reviewnya lumayan,O O O B-CATEGORY I-CATEGORY O O O B-CITY O O O B-PRICE O O B-RATING,True
diving di Semarang yang 10rb dan dapat rating top itu apa ya,B-CATEGORY O B-CITY O B-PRICE O O O B-RATING O O O,True
Aku ingin pergi ke wahana di Surabaya dengan harga sedang dan rating 4.5,O O O O B-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
Lagi cari mall di sekitar Jakarta yang tiketnya sedang dan penilaiannya oke,O O B-CATEGORY O O B-CITY O O B-PRICE O O B-RATING,True
Lagi cari masjid di sekitar Bandung yang tiketnya 10k dan penilaiannya lumayan,O O B-CATEGORY O O B-CITY O O B-PRICE O O B-RATING,True
Ada rekomendasi diving di Yogyakarta Harganya sekitar 10rb dan nilainya 4.5,O O B-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
vihara di Yogyakarta yang mewah dan dapat rating 5.0 itu apa ya,B-CATEGORY O B-CITY O B-PRICE O O O B-RATING O O O,True
mall di Surabaya yang 10k dan dapat rating sangat bagus itu apa ya,B-CATEGORY O B-CITY O B-PRICE O O O O O O O O,True
Saya pengen ke masjid yang ada di Surabaya kalau bisa yang mewah dan reviewnya bagus,O O O B-CATEGORY O O O B-CITY O O O B-PRICE O O B-RATING,True
pusat perbelanjaan di Semarang yang 10k dan dapat rating sangat bagus itu apa ya,B-CATEGORY I-CATEGORY O B-CITY O B-PRICE O O O O O O O O,True
Pengen jalanjalan ke taman bermain di Bandung budget tidak mahal rating minimal sangat bagus,O O O B-CATEGORY I-CATEGORY O B-CITY O O O O O O O,True
Aku ingin pergi ke kesenian di Surabaya dengan harga 10ribu dan rating oke,O O O O B-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
Lagi cari pura di sekitar Semarang yang tiketnya 10rb dan penilaiannya 5.0,O O B-CATEGORY O O B-CITY O O B-PRICE O O B-RATING,True
Tahu nggak wahana di Surabaya dengan tiket mewah Ratingnya sih katanya 5.0,O O B-CATEGORY O B-CITY O O B-PRICE O O O B-RATING,True
Saya pengen ke mall yang ada di Jakarta kalau bisa yang 100000 dan reviewnya 5.0,O O O B-CATEGORY O O O B-CITY O O O B-PRICE O O B-RATING,True
tempat ibadah di Bandung yang 10ribu dan dapat rating 5.0 itu apa ya,B-CATEGORY I-CATEGORY O B-CITY O B-PRICE O O O B-RATING O O O,True
Aku ingin pergi ke hutan lindung di Semarang dengan harga tidak mahal dan rating lumayan,O O O O B-CATEGORY I-CATEGORY O B-CITY O O O O O O B-RATING,True
Lagi cari tempat ibadah di sekitar Surabaya yang tiketnya mewah dan penilaiannya sangat bagus,O O B-CATEGORY I-CATEGORY O O B-CITY O O B-PRICE O O O O,True
Tahu nggak wisata budaya di Surabaya dengan tiket sedang Ratingnya sih katanya oke,O O B-CATEGORY I-CATEGORY O B-CITY O O B-PRICE O O O B-RATING,True
Lagi cari cagar alam di sekitar Bandung yang tiketnya 10k dan penilaiannya 4.0,O O B-CATEGORY I-CATEGORY O O B-CITY O O B-PRICE O O B-RATING,True
Aku ingin pergi ke cagar alam di Yogyakarta dengan harga 10rb dan rating sangat bagus,O O O O B-CATEGORY I-CATEGORY O B-CITY O O B-PRICE O O O O,True
Aku ingin pergi ke vihara di Jakarta dengan harga murah dan rating sangat bagus,O O O O B-CATEGORY O B-CITY O O B-PRICE O O O O,True
Saya pengen ke diving yang ada di Surabaya kalau bisa yang mewah dan reviewnya lumayan,O O O B-CATEGORY O O O B-CITY O O O B-PRICE O O B-RATING,True
Aku ingin pergi ke tempat ibadah di Surabaya dengan harga mewah dan rating lumayan,O O O O B-CATEGORY I-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
Saya pengen ke shopping center yang ada di Surabaya kalau bisa yang 10k dan reviewnya oke,O O O B-CATEGORY I-CATEGORY O O O B-CITY O O O B-PRICE O O B-RATING,True
Pengen jalanjalan ke shopping center di Jakarta budget 10k rating minimal top,O O O B-CATEGORY I-CATEGORY O B-CITY O B-PRICE O O B-RATING,True
Pengen jalanjalan ke cagar alam di Bandung budget 10rb rating minimal 4.0,O O O B-CATEGORY I-CATEGORY O B-CITY O B-PRICE O O B-RATING,True
Aku ingin pergi ke tempat ibadah di Semarang dengan harga 10ribu dan rating 4.5,O O O O B-CATEGORY I-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
cagar alam di Bandung yang 10rb dan dapat rating lumayan itu apa ya,B-CATEGORY I-CATEGORY O B-CITY O B-PRICE O O O B-RATING O O O,True
Ada rekomendasi wahana di Semarang Harganya sekitar 10rb dan nilainya sangat bagus,O O B-CATEGORY O B-CITY O O B-PRICE O O O O,True
Pengen jalanjalan ke taman hiburan di Jakarta budget sedang rating minimal 4.5,O O O B-CATEGORY I-CATEGORY O B-CITY O B-PRICE O O B-RATING,True
Saya pengen ke laut yang ada di Yogyakarta kalau bisa yang 10ribu dan reviewnya 5.0,O O O B-CATEGORY O O O B-CITY O O O B-PRICE O O B-RATING,True
Saya pengen ke vihara yang ada di Jakarta kalau bisa yang 10rb dan reviewnya oke,O O O B-CATEGORY O O O B-CITY O O O B-PRICE O O B-RATING,True
Tahu nggak laut di Jakarta dengan tiket 100000 Ratingnya sih katanya sangat bagus,O O B-CATEGORY O B-CITY O O B-PRICE O O O O O,True
Lagi cari kesenian di sekitar Semarang yang tiketnya 100000 dan penilaiannya sangat bagus,O O B-CATEGORY O O B-CITY O O B-PRICE O O O O,True
Aku ingin pergi ke taman hiburan di Jakarta dengan harga mewah dan rating 5.0,O O O O B-CATEGORY I-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
Pengen jalanjalan ke pantai di Semarang budget 10ribu rating minimal bagus,O O O B-CATEGORY O B-CITY O B-PRICE O O B-RATING,True
Tahu nggak taman nasional di Semarang dengan tiket sedang Ratingnya sih katanya lumayan,O O B-CATEGORY I-CATEGORY O B-CITY O O B-PRICE O O O B-RATING,True
Saya pengen ke tempat ibadah yang ada di Yogyakarta kalau bisa yang murah dan reviewnya 5.0,O O O B-CATEGORY I-CATEGORY O O O B-CITY O O O B-PRICE O O B-RATING,True
Lagi cari museum di sekitar Bandung yang tiketnya murah dan penilaiannya 4.5,O O B-CATEGORY O O B-CITY O O B-PRICE O O B-RATING,True
pura di Semarang yang mewah dan dapat rating oke itu apa ya,B-CATEGORY O B-CITY O B-PRICE O O O B-RATING O O O,True
Aku ingin pergi ke masjid di Bandung dengan harga 100000 dan rating lumayan,O O O O B-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
Saya pengen ke taman hiburan yang ada di Surabaya kalau bisa yang 10ribu dan reviewnya lumayan,O O O B-CATEGORY I-CATEGORY O O O B-CITY O O O B-PRICE O O B-RATING,True
cagar alam di Yogyakarta yang 10ribu dan dapat rating top itu apa ya,B-CATEGORY I-CATEGORY O B-CITY O B-PRICE O O O B-RATING O O O,True
Tahu nggak taman nasional di Surabaya dengan tiket mewah Ratingnya sih katanya oke,O O B-CATEGORY I-CATEGORY O B-CITY O O B-PRICE O O O B-RATING,True
Aku ingin pergi ke keraton di Semarang dengan harga mewah dan rating 4.5,O O O O B-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
Aku ingin pergi ke kesenian di Bandung dengan harga sedang dan rating sangat bagus,O O O O B-CATEGORY O B-CITY O O B-PRICE O O O O,True
Ada rekomendasi wisata budaya di Bandung Harganya sekitar sedang dan nilainya lumayan,O O B-CATEGORY I-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
Lagi cari mall di sekitar Bandung yang tiketnya 10rb dan penilaiannya lumayan,O O B-CATEGORY O O B-CITY O O B-PRICE O O B-RATING,True
Tahu nggak taman hiburan di Surabaya dengan tiket 10k Ratingnya sih katanya sangat bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O B-PRICE O O O O O,True
Ada rekomendasi laut di Jakarta Harganya sekitar 10k dan nilainya 5.0,O O B-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
pusat perbelanjaan di Semarang yang 100000 dan dapat rating lumayan itu apa ya,B-CATEGORY I-CATEGORY O B-CITY O B-PRICE O O O B-RATING O O O,True
Aku ingin pergi ke taman hiburan di Jakarta dengan harga 100000 dan rating 5.0,O O O O B-CATEGORY I-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
Tahu nggak pusat perbelanjaan di Yogyakarta dengan tiket mewah Ratingnya sih katanya oke,O O B-CATEGORY I-CATEGORY O B-CITY O O B-PRICE O O O B-RATING,True
Tahu nggak pusat perbelanjaan di Surabaya dengan tiket tidak mahal Ratingnya sih katanya bagus,O O B-CATEGORY I-CATEGORY O B-CITY O O O O O O O B-RATING,True
taman hiburan di Semarang yang mewah dan dapat rating 4.0 itu apa ya,B-CATEGORY I-CATEGORY O B-CITY O B-PRICE O O O B-RATING O O O,True
Aku ingin pergi ke hutan lindung di Jakarta dengan harga 10ribu dan rating lumayan,O O O O B-CATEGORY I-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
Saya pengen ke masjid yang ada di Surabaya kalau bisa yang 10rb dan reviewnya top,O O O B-CATEGORY O O O B-CITY O O O B-PRICE O O B-RATING,True
Ada rekomendasi kesenian di Jakarta Harganya sekitar 10k dan nilainya oke,O O B-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
Pengen jalanjalan ke kesenian di Jakarta budget 10k rating minimal 5.0,O O O B-CATEGORY O B-CITY O B-PRICE O O B-RATING,True
Ada rekomendasi pusat perbelanjaan di Surabaya Harganya sekitar 10k dan nilainya 5.0,O O B-CATEGORY I-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
shopping center di Surabaya yang sedang dan dapat rating sangat bagus itu apa ya,B-CATEGORY I-CATEGORY O B-CITY O B-PRICE O O O O O O O O,True
taman bermain di Bandung yang 10k dan dapat rating top itu apa ya,B-CATEGORY I-CATEGORY O B-CITY O B-PRICE O O O B-RATING O O O,True
mall di Semarang yang 10k dan dapat rating top itu apa ya,B-CATEGORY O B-CITY O B-PRICE O O O B-RATING O O O,True
Lagi cari museum di sekitar Jakarta yang tiketnya murah dan penilaiannya sangat bagus,O O B-CATEGORY O O B-CITY O O B-PRICE O O O O,True
pusat perbelanjaan di Surabaya yang 100000 dan dapat rating sangat bagus itu apa ya,B-CATEGORY I-CATEGORY O B-CITY O B-PRICE O O O O O O O O,True
Saya pengen ke keraton yang ada di Surabaya kalau bisa yang sedang dan reviewnya 4.0,O O O B-CATEGORY O O O B-CITY O O O B-PRICE O O B-RATING,True
Saya pengen ke keraton yang ada di Yogyakarta kalau bisa yang 100000 dan reviewnya lumayan,O O O B-CATEGORY O O O B-CITY O O O B-PRICE O O B-RATING,True
Aku ingin pergi ke laut di Semarang dengan harga murah dan rating lumayan,O O O O B-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
shopping center di Surabaya yang murah dan dapat rating oke itu apa ya,B-CATEGORY I-CATEGORY O B-CITY O B-PRICE O O O B-RATING O O O,True
Pengen jalanjalan ke mall di Surabaya budget 10k rating minimal top,O O O B-CATEGORY O B-CITY O B-PRICE O O B-RATING,True
Aku ingin pergi ke cagar alam di Jakarta dengan harga 10rb dan rating bagus,O O O O B-CATEGORY I-CATEGORY O B-CITY O O B-PRICE O O B-RATING,True
Tahu nggak wahana di Jakarta dengan tiket murah Ratingnya sih katanya bagus,O O B-CATEGORY O B-CITY O O B-PRICE O O O B-RATING,True
